,Year,LocationAbbr,Location,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
882692,2016,PR,Puerto Rico,BRFSS,Diabetes,Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,61.6,,,56.6,66.3,Gender,Female,POINT (-66.590149 18.220833),72,DIA,DIA8_0,CRDPREV,GENDER,GENF
882693,2017,PR,Puerto Rico,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Crude Prevalence,38.2,,,31.7,45.2,Gender,Female,POINT (-66.590149 18.220833),72,DIA,DIA12_2,CRDPREV,GENDER,GENF
882697,2011,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,%,Age-adjusted Prevalence,53.9,,,52.0,55.8,Gender,Female,POINT (-66.590149 18.220833),72,NPAW,NPAW10_0,AGEADJPREV,GENDER,GENF
882710,2016,PR,Puerto Rico,BRFSS,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,Age-adjusted Prevalence,55.1,,,47.8,62.2,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,ART,ART3_0,AGEADJPREV,RACE,HIS
882713,2014,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,%,Crude Prevalence,39.2,,,32.8,46.1,Gender,Female,POINT (-66.590149 18.220833),72,CVD,CVD9_2,CRDPREV,GENDER,GENF
882720,2018,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,24.6,,,23.2,26.0,Overall,Overall,POINT (-66.590149 18.220833),72,ART,ART1_1,CRDPREV,OVERALL,OVR
882721,2016,PR,Puerto Rico,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Crude Prevalence,25.7,,,18.3,34.9,Gender,Male,POINT (-66.590149 18.220833),72,DIA,DIA12_1,CRDPREV,GENDER,GENM
882725,2012,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,Crude Prevalence,4.7,,,3.9,5.6,Overall,Overall,POINT (-66.590149 18.220833),72,COPD,COPD2_0_1,CRDPREV,OVERALL,OVR
882731,2013,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,Crude Prevalence,4.4,,,3.3,5.7,Gender,Male,POINT (-66.590149 18.220833),72,COPD,COPD2_0_1,CRDPREV,GENDER,GENM
882732,2016,PR,Puerto Rico,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Crude Prevalence,15.5,,,14.1,17.1,Gender,Female,POINT (-66.590149 18.220833),72,DIA,DIA2_1,CRDPREV,GENDER,GENF
882734,2013,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Awareness of high blood pressure among women aged 18-44 years,%,Crude Prevalence,21.9,,,19.1,25.0,Overall,Overall,POINT (-66.590149 18.220833),72,CVD,CVD6_2,CRDPREV,OVERALL,OVR
882739,2011,PR,Puerto Rico,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,44.2,,,34.7,54.1,Gender,Male,POINT (-66.590149 18.220833),72,DIA,DIA11_1,AGEADJPREV,GENDER,GENM
882740,2015,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,0.9,###,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,1.4,Gender,Female,POINT (-66.590149 18.220833),72,NPAW,NPAW5_2,MEDIAN,GENDER,GENF
882744,2018,PR,Puerto Rico,BRFSS,Older Adults,Proportion of older adults aged 50-64 years who are up to date on a core set of clinical preventive services,%,Age-adjusted Prevalence,10.8,,,8.9,13.0,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,OLD,OLD3_2,AGEADJPREV,RACE,HIS
882755,2017,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,Number,Age-adjusted Mean,7.3,,,6.9,7.7,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,ALC,ALC4_0,AGEADJMEAN,RACE,HIS
882758,2011,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,Crude Prevalence,52.7,,,48.4,57.0,Gender,Female,POINT (-66.590149 18.220833),72,ART,ART1_3,CRDPREV,GENDER,GENF
882761,2015,PR,Puerto Rico,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Crude Prevalence,16.4,,,13.2,20.2,Overall,Overall,POINT (-66.590149 18.220833),72,DIA,DIA13_1,CRDPREV,OVERALL,OVR
882763,2012,PR,Puerto Rico,BRFSS,Cancer,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude Prevalence,53.2,,,50.5,56.0,Gender,Female,POINT (-66.590149 18.220833),72,CAN,CAN3_0,CRDPREV,GENDER,GENF
882771,2018,PR,Puerto Rico,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,25.8,,,24.3,27.4,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,IMM,IMM1_0,CRDPREV,RACE,HIS
882777,2015,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Taking medicine for high blood pressure control among adults aged >= 18 years with high blood pressure,%,Age-adjusted Prevalence,57.0,,,52.7,61.2,Gender,Male,POINT (-66.590149 18.220833),72,CVD,CVD7_0,AGEADJPREV,GENDER,GENM
882782,2011,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,51.7,,,38.0,65.1,Gender,Male,POINT (-66.590149 18.220833),72,COPD,COPD4_0,AGEADJPREV,GENDER,GENM
882787,2016,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,23.8,,,22.5,25.3,Overall,Overall,POINT (-66.590149 18.220833),72,ART,ART1_1,CRDPREV,OVERALL,OVR
882788,2014,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,22.7,,,21.6,23.8,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,ART,ART1_1,AGEADJPREV,RACE,HIS
882790,2016,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,Age-adjusted Prevalence,6.7,,,5.7,7.8,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,COPD,COPD2_0_1,AGEADJPREV,RACE,HIS
882791,2012,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,Crude Prevalence,13.6,,,8.4,21.2,Gender,Female,POINT (-66.590149 18.220833),72,COPD,COPD3_0,CRDPREV,GENDER,GENF
882793,2016,PR,Puerto Rico,BRFSS,Older Adults,Proportion of older adults aged >= 65 years who are up to date on a core set of clinical preventive services,%,Age-adjusted Prevalence,15.9,,,13.4,18.7,Gender,Female,POINT (-66.590149 18.220833),72,OLD,OLD3_1,AGEADJPREV,GENDER,GENF
882794,2015,PR,Puerto Rico,BRFSS,Arthritis,Severe joint pain due to arthritis among adults aged >= 18 years who have doctor-diagnosed arthritis,%,Crude Prevalence,56.0,,,52.9,59.0,Overall,Overall,POINT (-66.590149 18.220833),72,ART,ART2_2,CRDPREV,OVERALL,OVR
882797,2012,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,15.5,,,8.8,25.8,Gender,Female,POINT (-66.590149 18.220833),72,COPD,COPD3_0_1,AGEADJPREV,GENDER,GENF
882798,2014,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,Number,Age-adjusted Mean,7.9,,,7.5,8.4,Overall,Overall,POINT (-66.590149 18.220833),72,ALC,ALC4_0,AGEADJMEAN,OVERALL,OVR
882801,2011,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,61.5,,,50.9,71.2,Gender,Female,POINT (-66.590149 18.220833),72,COPD,COPD4_0_1,AGEADJPREV,GENDER,GENF
882803,2014,PR,Puerto Rico,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,66.3,,,64.7,67.9,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,ORH,ORH1_1,AGEADJPREV,RACE,HIS
882805,2011,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,%,Crude Prevalence,46.5,,,42.3,50.8,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,ART,ART1_4,CRDPREV,RACE,HIS
882806,2018,PR,Puerto Rico,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,11.1,,,10.0,12.3,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,AST,AST1_1,AGEADJPREV,RACE,HIS
882814,2014,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,9.2,,,7.9,10.6,Gender,Female,POINT (-66.590149 18.220833),72,ALC,ALC2_2,AGEADJPREV,GENDER,GENF
882818,2016,PR,Puerto Rico,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,24.7,,,18.8,31.9,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,DIA,DIA11_3,AGEADJPREV,RACE,HIS
882819,2019,PR,Puerto Rico,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,25.3,,,24.0,26.8,Overall,Overall,POINT (-66.590149 18.220833),72,IMM,IMM1_0,CRDPREV,OVERALL,OVR
882822,2016,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,%,Crude Prevalence,17.2,,,10.2,27.5,Gender,Male,POINT (-66.590149 18.220833),72,CVD,CVD10_1,CRDPREV,GENDER,GENM
882823,2015,PR,Puerto Rico,BRFSS,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,%,Crude Prevalence,39.7,,,36.9,42.6,Gender,Male,POINT (-66.590149 18.220833),72,CVD,CVD5_0,CRDPREV,GENDER,GENM
882825,2016,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,Age-adjusted Prevalence,39.3,,,30.1,49.4,Gender,Female,POINT (-66.590149 18.220833),72,ART,ART1_3,AGEADJPREV,GENDER,GENF
882826,2012,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,%,Crude Prevalence,22.3,,,19.0,26.0,Gender,Male,POINT (-66.590149 18.220833),72,ART,ART1_2,CRDPREV,GENDER,GENM
882827,2014,PR,Puerto Rico,BRFSS,Older Adults,Proportion of older adults aged 50-64 years who are up to date on a core set of clinical preventive services,%,Age-adjusted Prevalence,10.0,,,8.3,12.2,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,OLD,OLD3_2,AGEADJPREV,RACE,HIS
882828,2018,PR,Puerto Rico,BRFSS,Asthma,Asthma prevalence among women aged 18-44 years,%,Crude Prevalence,15.0,,,12.4,17.9,Overall,Overall,POINT (-66.590149 18.220833),72,AST,AST1_2,CRDPREV,OVERALL,OVR
882829,2018,PR,Puerto Rico,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,62.2,,,58.1,66.1,Overall,Overall,POINT (-66.590149 18.220833),72,DIA,DIA7_0,CRDPREV,OVERALL,OVR
882833,2019,PR,Puerto Rico,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Crude Prevalence,22.9,,,18.5,27.9,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,AST,AST5_1,CRDPREV,RACE,HIS
882835,2014,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,Age-adjusted Prevalence,31.4,,,26.2,37.0,Overall,Overall,POINT (-66.590149 18.220833),72,CVD,CVD10_2,AGEADJPREV,OVERALL,OVR
882836,2014,PR,Puerto Rico,BRFSS,Oral Health,Six or more teeth lost among adults aged >= 65 years,%,Crude Prevalence,54.5,,,51.8,57.2,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,ORH,ORH4_2,CRDPREV,RACE,HIS
882838,2018,PR,Puerto Rico,BRFSS,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,Age-adjusted Prevalence,54.8,,,47.0,62.4,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,ART,ART3_0,AGEADJPREV,RACE,HIS
882848,2019,PR,Puerto Rico,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Age-adjusted Prevalence,44.1,,,39.3,49.1,Overall,Overall,POINT (-66.590149 18.220833),72,DIA,DIA12_2,AGEADJPREV,OVERALL,OVR
882851,2019,PR,Puerto Rico,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,Age-adjusted Prevalence,58.9,,,48.9,68.2,Overall,Overall,POINT (-66.590149 18.220833),72,AST,AST6_2,AGEADJPREV,OVERALL,OVR
882852,2016,PR,Puerto Rico,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Crude Prevalence,69.5,,,67.8,71.2,Overall,Overall,POINT (-66.590149 18.220833),72,ORH,ORH1_1,CRDPREV,OVERALL,OVR
882854,2018,PR,Puerto Rico,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,Crude Prevalence,3.4,,,2.8,4.0,Overall,Overall,POINT (-66.590149 18.220833),72,CKD,CKD3_0,CRDPREV,OVERALL,OVR
882858,2018,PR,Puerto Rico,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,Age-adjusted Prevalence,55.3,,,45.4,64.9,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,ART,ART4_0,AGEADJPREV,RACE,HIS
882860,2019,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,Crude Prevalence,10.7,,,6.9,16.2,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,COPD,COPD3_0_1,CRDPREV,RACE,HIS
882863,2014,PR,Puerto Rico,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,25.8,,,20.9,31.4,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,DIA,DIA11_3,AGEADJPREV,RACE,HIS
882865,2017,PR,Puerto Rico,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Crude Prevalence,22.7,,,17.9,28.5,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,AST,AST5_1,CRDPREV,RACE,HIS
882874,2018,PR,Puerto Rico,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,Age-adjusted Prevalence,54.4,,,41.7,66.5,Gender,Male,POINT (-66.590149 18.220833),72,ART,ART4_0,AGEADJPREV,GENDER,GENM
882879,2011,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,Crude Prevalence,2.6,,,1.8,3.7,Gender,Male,POINT (-66.590149 18.220833),72,COPD,COPD2_0_1,CRDPREV,GENDER,GENM
882881,2019,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,0.7,###,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.3,1.3,Gender,Male,POINT (-66.590149 18.220833),72,NPAW,NPAW4_2,MEDIAN,GENDER,GENM
882882,2013,PR,Puerto Rico,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,Age-adjusted Prevalence,38.4,,,30.4,47.0,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,AST,AST6_2,AGEADJPREV,RACE,HIS
882884,2019,PR,Puerto Rico,BRFSS,Arthritis,Work limitation due to arthritis among adults aged 18-64 years who have doctor-diagnosed arthritis,%,Age-adjusted Prevalence,50.3,,,42.9,57.6,Overall,Overall,POINT (-66.590149 18.220833),72,ART,ART2_3,AGEADJPREV,OVERALL,OVR
882886,2015,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,%,Age-adjusted Prevalence,3.4,,,2.5,4.6,Gender,Male,POINT (-66.590149 18.220833),72,COPD,COPD2_0,AGEADJPREV,GENDER,GENM
882887,2011,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Crude Prevalence,7.8,,,6.7,9.0,Gender,Female,POINT (-66.590149 18.220833),72,ALC,ALC2_2,CRDPREV,GENDER,GENF
882896,2017,PR,Puerto Rico,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Age-adjusted Prevalence,13.3,,,8.3,20.6,Gender,Female,POINT (-66.590149 18.220833),72,DIA,DIA12_1,AGEADJPREV,GENDER,GENF
882901,2015,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,45.4,,,34.8,56.5,Gender,Female,POINT (-66.590149 18.220833),72,COPD,COPD4_0,AGEADJPREV,GENDER,GENF
882912,2019,PR,Puerto Rico,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,Age-adjusted Prevalence,3.2,,,2.7,3.8,Overall,Overall,POINT (-66.590149 18.220833),72,CKD,CKD3_0,AGEADJPREV,OVERALL,OVR
882915,2015,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,%,Crude Prevalence,22.0,,,13.9,33.1,Gender,Male,POINT (-66.590149 18.220833),72,CVD,CVD10_1,CRDPREV,GENDER,GENM
882920,2015,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,Crude Prevalence,30.7,,,29.2,32.3,Overall,Overall,POINT (-66.590149 18.220833),72,NPAW,NPAW3_1,CRDPREV,OVERALL,OVR
882921,2018,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,Crude Prevalence,15.3,,,10.4,21.9,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,COPD,COPD3_0,CRDPREV,RACE,HIS
882922,2016,PR,Puerto Rico,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,45.2,,,38.2,52.4,Gender,Male,POINT (-66.590149 18.220833),72,DIA,DIA5_0,CRDPREV,GENDER,GENM
882925,2014,PR,Puerto Rico,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,82.5,,,80.0,84.7,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,CAN,CAN1_0,CRDPREV,RACE,HIS
882928,2019,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,Crude Prevalence,6.8,,,5.7,8.2,Gender,Female,POINT (-66.590149 18.220833),72,COPD,COPD2_0_1,CRDPREV,GENDER,GENF
882929,2014,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,Crude Prevalence,29.4,,,27.0,31.9,Gender,Male,POINT (-66.590149 18.220833),72,NPAW,NPAW3_1,CRDPREV,GENDER,GENM
882930,2016,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,Crude Prevalence,27.7,,,20.1,36.9,Gender,Female,POINT (-66.590149 18.220833),72,COPD,COPD8_0,CRDPREV,GENDER,GENF
882941,2017,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years,%,Age-adjusted Prevalence,17.6,,,15.7,19.8,Gender,Female,POINT (-66.590149 18.220833),72,NPAW,NPAW11_1,AGEADJPREV,GENDER,GENF
882942,2015,PR,Puerto Rico,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,%,Crude Prevalence,10.2,,,9.3,11.2,Overall,Overall,POINT (-66.590149 18.220833),72,AST,AST1_1,CRDPREV,OVERALL,OVR
882944,2012,PR,Puerto Rico,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,Age-adjusted Prevalence,29.8,,,23.3,37.2,Gender,Female,POINT (-66.590149 18.220833),72,DIA,DIA10_0,AGEADJPREV,GENDER,GENF
882947,2017,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.1,###,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.6,1.6,Gender,Male,POINT (-66.590149 18.220833),72,NPAW,NPAW5_2,MEDIAN,GENDER,GENM
882955,2018,PR,Puerto Rico,BRFSS,Cancer,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude Prevalence,55.4,,,52.1,58.6,Gender,Female,POINT (-66.590149 18.220833),72,CAN,CAN3_0,CRDPREV,GENDER,GENF
882957,2015,PR,Puerto Rico,BRFSS,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,Age-adjusted Prevalence,46.0,,,37.0,55.3,Gender,Male,POINT (-66.590149 18.220833),72,ART,ART3_0,AGEADJPREV,GENDER,GENM
882961,2018,PR,Puerto Rico,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,60.6,,,55.3,65.5,Gender,Female,POINT (-66.590149 18.220833),72,DIA,DIA7_0,CRDPREV,GENDER,GENF
882964,2014,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,Number,Age-adjusted Mean,4.8,,,4.0,5.6,Gender,Male,POINT (-66.590149 18.220833),72,ALC,ALC3_0,AGEADJMEAN,GENDER,GENM
882973,2012,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,%,Age-adjusted Prevalence,33.5,,,29.3,37.9,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,ART,ART1_4,AGEADJPREV,RACE,HIS
882974,2012,PR,Puerto Rico,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,%,Age-adjusted Prevalence,4.9,,,4.3,5.7,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,ALC,ALC5_1,AGEADJPREV,RACE,HIS
